Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Layoff_Month,Layoff_Quarter,Funding_Status,Layoff_Level
Lime,San Francisco Bay Area,USA,North America,80.0,2020-04-29,13.0,615.0,535.0,Transportation,Series D,765.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
TranSan Franciscoix,New York City,USA,North America,24.0,2020-04-29,10.0,240.0,216.0,Logistics,Series D,128.0,2020,40.71427,-74.00597,4,2,Yes,Mild
TripAdvisor,Boston,USA,North America,900.0,2020-04-28,25.0,3600.0,2700.0,Travel,Post-Ipo,3.0,2020,42.35843,-71.05977,4,2,Yes,Heavy
Deliveroo,London,United Kingdom,Europe,367.0,2020-04-28,15.0,2447.0,2080.0,Food,Series G,1500.0,2020,51.50853,-0.12574,4,2,Yes,Heavy
App Annie,San Francisco Bay Area,USA,North America,80.0,2020-04-28,18.0,444.0,364.0,Data,Unknown,156.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
OpenX,Los Angeles,USA,North America,35.0,2020-04-28,15.0,233.0,198.0,Marketing,Unknown,70.0,2020,34.05223,-118.24368,4,2,Yes,Mild
PayJoy,San Francisco Bay Area,USA,North America,27.0,2020-04-28,25.0,108.0,81.0,Finance,Series B,71.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Shipsi,Los Angeles,USA,North America,20.0,2020-04-28,50.0,40.0,20.0,Retail,Seed,2.0,2020,34.05223,-118.24368,4,2,Yes,Mild
Automation Anything,San Francisco Bay Area,USA,North America,260.0,2020-04-27,10.0,2600.0,2340.0,Other,Series B,840.0,2020,37.33939,-121.89496,4,2,Yes,Heavy
JetClosing,Seattle,USA,North America,20.0,2020-04-27,20.0,100.0,80.0,Real Estate,Series A,24.0,2020,47.60621,-122.33207,4,2,Yes,Mild
Submittable,Missoula,USA,North America,30.0,2020-04-25,20.0,150.0,120.0,Other,Series B,17.0,2020,46.87215,-113.994,4,2,Yes,Mild
Divergent 3D,Los Angeles,USA,North America,57.0,2020-04-24,36.0,158.0,101.0,Transportation,Series B,88.0,2020,34.05223,-118.24368,4,2,Yes,Moderate
Ada Support,Toronto,Canada,North America,36.0,2020-04-24,23.0,157.0,121.0,Support,Series B,60.0,2020,43.70643,-79.39864,4,2,Yes,Mild
UPshow,Chicago,USA,North America,19.0,2020-04-24,30.0,63.0,44.0,Marketing,Series A,7.0,2020,41.85003,-87.65005,4,2,Yes,Mild
Lighter Capital,Seattle,USA,North America,18.0,2020-04-24,22.0,82.0,64.0,Finance,Series B,15.0,2020,47.60621,-122.33207,4,2,Yes,Mild
Horizn Studios,Berlin,Germany,Europe,15.0,2020-04-24,25.0,60.0,45.0,Travel,Series B,30.0,2020,52.52437,13.41053,4,2,Yes,Mild
Welkin Health,San Francisco Bay Area,USA,North America,10.0,2020-04-24,33.0,30.0,20.0,Healthcare,Series B,29.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Jiobit,Chicago,USA,North America,6.0,2020-04-24,21.0,29.0,23.0,Consumer,Unknown,12.0,2020,41.85003,-87.65005,4,2,Yes,Mild
TutorMundi,Sao Paulo,Brazil,South America,4.0,2020-04-24,100.0,4.0,0.0,Education,Series A,2.0,2020,-23.5475,-46.63611,4,2,Yes,Mild
StockX,Detroit,USA,North America,100.0,2020-04-23,12.0,833.0,733.0,Retail,Series C,160.0,2020,42.33143,-83.04575,4,2,Yes,Moderate
Zenefits,San Francisco Bay Area,USA,North America,87.0,2020-04-23,15.0,580.0,493.0,Hr,Series C,583.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Sisense,New York City,USA,North America,80.0,2020-04-23,9.0,889.0,809.0,Data,Series F,274.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
Oscar Health,New York City,USA,North America,70.0,2020-04-23,5.0,1400.0,1330.0,Healthcare,Unknown,182.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
Magic Leap,Miami,USA,North America,1000.0,2020-04-22,50.0,2000.0,1000.0,Consumer,Series E,2600.0,2020,25.77427,-80.19366,4,2,Yes,Heavy
When I Work,Minneapolis,USA,North America,55.0,2020-04-22,35.0,157.0,102.0,Hr,Series B,24.0,2020,44.97997,-93.26384,4,2,Yes,Moderate
Ike,San Francisco Bay Area,USA,North America,10.0,2020-04-22,14.0,71.0,61.0,Transportation,Series A,52.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Swiggy,Bengaluru,India,Asia,800.0,2020-04-21,9.241076585422201,8657.0,7857.0,Food,Series I,1600.0,2020,12.97194,77.59369,4,2,Yes,Heavy
Lending Club,San Francisco Bay Area,USA,North America,460.0,2020-04-21,30.0,1533.0,1073.0,Finance,Post-Ipo,392.0,2020,37.77493,-122.41942,4,2,Yes,Heavy
Houzz,San Francisco Bay Area,USA,North America,155.0,2020-04-21,10.0,1550.0,1395.0,Consumer,Series E,613.0,2020,37.44188,-122.14302,4,2,Yes,Moderate
Casper,New York City,USA,North America,78.0,2020-04-21,21.0,371.0,293.0,Retail,Post-Ipo,339.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
RealSelf,Seattle,USA,North America,40.0,2020-04-21,13.0,308.0,268.0,Healthcare,Series B,42.0,2020,47.60621,-122.33207,4,2,Yes,Mild
Freshbooks,Toronto,Canada,North America,38.0,2020-04-21,9.0,422.0,384.0,Finance,Series B,75.0,2020,43.70643,-79.39864,4,2,Yes,Mild
Patreon,San Francisco Bay Area,USA,North America,30.0,2020-04-21,13.0,231.0,201.0,Media,Series D,165.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Bringg,Tel Aviv,Israel,Asia,10.0,2020-04-21,10.0,100.0,90.0,Logistics,Series D,84.0,2020,32.08088,34.78057,4,2,Yes,Mild
Klook,Hong Kong,Hong Kong,Asia,300.0,2020-04-20,15.0,2000.0,1700.0,Travel,Series D,521.0,2020,22.27832,114.17469,4,2,Yes,Heavy
ConsenSys,New York City,USA,North America,91.0,2020-04-20,14.0,650.0,559.0,Crypto,Unknown,10.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
GumGum,Los Angeles,USA,North America,90.0,2020-04-20,25.0,360.0,270.0,Marketing,Series D,58.0,2020,34.05223,-118.24368,4,2,Yes,Moderate
Kueski,Guadalajara,Mexico,North America,90.0,2020-04-20,30.0,300.0,210.0,Finance,Series B,38.0,2020,20.66682,-103.39182,4,2,Yes,Moderate
Movidesk,Blumenau,Brazil,South America,33.0,2020-04-20,25.0,132.0,99.0,Support,Seed,1.0,2020,-26.91944,-49.06611,4,2,Yes,Mild
Komodo Health,San Francisco Bay Area,USA,North America,23.0,2020-04-20,9.0,256.0,233.0,Healthcare,Series C,50.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Forward,San Francisco Bay Area,USA,North America,10.0,2020-04-20,3.0,333.0,323.0,Healthcare,Series C,100.0,2020,37.77493,-122.41942,4,2,Yes,Mild
ContaAzul,Joinville,Brazil,South America,140.0,2020-04-17,35.0,400.0,260.0,Education,Series D,37.0,2020,-26.30444,-48.84556,4,2,Yes,Moderate
Greenhouse,New York City,USA,North America,120.0,2020-04-17,28.0,429.0,309.0,Recruiting,Series D,110.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
QuintoAndar,Sao Paulo,Brazil,South America,88.0,2020-04-17,8.0,1100.0,1012.0,Real Estate,Series D,335.0,2020,-23.5475,-46.63611,4,2,Yes,Moderate
Loft,Sao Paulo,Brazil,South America,47.0,2020-04-17,10.0,470.0,423.0,Real Estate,Series C,263.0,2020,-23.5475,-46.63611,4,2,Yes,Mild
Zilingo,Singapore,Singapore,Asia,44.0,2020-04-17,5.0,880.0,836.0,Retail,Series D,307.0,2020,1.28967,103.85007,4,2,Yes,Mild
Sweetgreen,Los Angeles,USA,North America,35.0,2020-04-17,10.0,350.0,315.0,Food,Series I,478.0,2020,34.05223,-118.24368,4,2,Yes,Mild
People.ai,San Francisco Bay Area,USA,North America,30.0,2020-04-17,18.0,167.0,137.0,Marketing,Series C,100.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Tor,Boston,USA,North America,13.0,2020-04-17,37.0,35.0,22.0,Security,Unknown,1.0,2020,42.35843,-71.05977,4,2,Yes,Mild
CarGurus,Boston,USA,North America,130.0,2020-04-16,13.0,1000.0,870.0,Transportation,Post-Ipo,1.0,2020,42.35843,-71.05977,4,2,Yes,Moderate
Funding Societies,Singapore,Singapore,Asia,65.0,2020-04-16,18.0,361.0,296.0,Finance,Series B,42.0,2020,1.28967,103.85007,4,2,Yes,Moderate
CleverTap,Mumbai,India,Asia,60.0,2020-04-16,20.0,300.0,240.0,Marketing,Series C,76.0,2020,19.07283,72.88261,4,2,Yes,Moderate
Opendoor,San Francisco Bay Area,USA,North America,600.0,2020-04-15,35.0,1714.0,1114.0,Real Estate,Series E,1500.0,2020,37.77493,-122.41942,4,2,Yes,Heavy
GoPro,San Francisco Bay Area,USA,North America,200.0,2020-04-15,20.0,1000.0,800.0,Consumer,Post-Ipo,288.0,2020,37.56299,-122.32553,4,2,Yes,Heavy
Shop101,Mumbai,India,Asia,200.0,2020-04-15,40.0,500.0,300.0,Retail,Series C,19.0,2020,19.07283,72.88261,4,2,Yes,Heavy
Zume,Camarillo,USA,North America,200.0,2020-04-15,67.0,299.0,99.0,Food,Unknown,423.0,2020,34.21639,-119.0376,4,2,Yes,Heavy
Carta,San Francisco Bay Area,USA,North America,161.0,2020-04-15,16.0,1006.0,845.0,Finance,Series E,447.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Parsable,San Francisco Bay Area,USA,North America,40.0,2020-04-15,25.0,160.0,120.0,Hr,Series C,72.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Kodiak Robotics,San Francisco Bay Area,USA,North America,15.0,2020-04-15,20.0,75.0,60.0,Transportation,Series A,40.0,2020,37.38605,-122.08385,4,2,Yes,Mild
The RealReal,San Francisco Bay Area,USA,North America,235.0,2020-04-14,10.0,2350.0,2115.0,Retail,Post-Ipo,358.0,2020,37.77493,-122.41942,4,2,Yes,Heavy
TouchBistro,Toronto,Canada,North America,131.0,2020-04-14,23.0,570.0,439.0,Food,Series E,224.0,2020,43.70643,-79.39864,4,2,Yes,Moderate
Envoy,San Francisco Bay Area,USA,North America,58.0,2020-04-14,30.0,193.0,135.0,Hr,Series B,59.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
VSCO,San Francisco Bay Area,USA,North America,45.0,2020-04-14,35.0,129.0,84.0,Consumer,Series B,90.0,2020,37.80437,-122.2708,4,2,Yes,Mild
Groupon,Chicago,USA,North America,2800.0,2020-04-13,44.0,6364.0,3564.0,Retail,Post-Ipo,182.0,2020,41.85003,-87.65005,4,2,Yes,Heavy
Zoox,San Francisco Bay Area,USA,North America,100.0,2020-04-13,10.0,1000.0,900.0,Transportation,Series B,955.0,2020,37.55855,-122.27108,4,2,Yes,Moderate
Neon,Sao Paulo,Brazil,South America,70.0,2020-04-13,10.0,700.0,630.0,Finance,Series B,120.0,2020,-23.5475,-46.63611,4,2,Yes,Moderate
EasyPost,San Francisco Bay Area,USA,North America,50.0,2020-04-13,25.0,200.0,150.0,Logistics,Series A,12.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Clearbanc,Toronto,Canada,North America,17.0,2020-04-13,8.0,213.0,196.0,Finance,Series B,119.0,2020,43.70643,-79.39864,4,2,Yes,Mild
Frontdesk,Milwaukee,USA,North America,35.0,2020-04-10,16.0,219.0,184.0,Travel,Unknown,3.0,2020,43.0389,-87.90647,4,2,Yes,Mild
NuoDB,Boston,USA,North America,20.0,2020-04-10,29.0,69.0,49.0,Data,Unknown,85.0,2020,42.35843,-71.05977,4,2,Yes,Mild
Rhumbix,San Francisco Bay Area,USA,North America,16.0,2020-04-10,27.0,59.0,43.0,Construction,Series B,35.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Atsu,Seattle,USA,North America,6.0,2020-04-10,100.0,6.0,0.0,Infrastructure,Unknown,1.0,2020,47.60621,-122.33207,4,2,Yes,Mild
Yelp,San Francisco Bay Area,USA,North America,1000.0,2020-04-09,17.0,5882.0,4882.0,Consumer,Post-Ipo,56.0,2020,37.77493,-122.41942,4,2,Yes,Heavy
OneTrust,Atlanta,USA,North America,150.0,2020-04-09,10.0,1500.0,1350.0,Legal,Series B,410.0,2020,33.749,-84.38798,4,2,Yes,Moderate
Omie,Sao Paulo,Brazil,South America,136.0,2020-04-09,31.0,439.0,303.0,Finance,Series B,26.0,2020,-23.5475,-46.63611,4,2,Yes,Moderate
Domo,Salt Lake City,USA,North America,90.0,2020-04-09,10.0,900.0,810.0,Data,Post-Ipo,689.0,2020,40.76078,-111.89105,4,2,Yes,Moderate
Matterport,San Francisco Bay Area,USA,North America,90.0,2020-04-09,34.0,265.0,175.0,Data,Series D,114.0,2020,37.36883,-122.03635,4,2,Yes,Moderate
Clinc,Ann Arbor,USA,North America,40.0,2020-04-09,32.0,125.0,85.0,Support,Series B,59.0,2020,42.27756,-83.74088,4,2,Yes,Mild
Mejuri,Toronto,Canada,North America,36.0,2020-04-09,15.0,240.0,204.0,Retail,Series B,28.0,2020,43.70643,-79.39864,4,2,Yes,Mild
Code42,Minneapolis,USA,North America,25.0,2020-04-09,5.0,500.0,475.0,Data,Series B,138.0,2020,44.97997,-93.26384,4,2,Yes,Mild
LoopMe,London,United Kingdom,Europe,8.0,2020-04-09,4.0,200.0,192.0,Marketing,Unknown,32.0,2020,51.50853,-0.12574,4,2,Yes,Mild
Eventbrite,San Francisco Bay Area,USA,North America,500.0,2020-04-08,45.0,1111.0,611.0,Consumer,Post-Ipo,332.0,2020,37.77493,-122.41942,4,2,Yes,Heavy
Meesho,Bengaluru,India,Asia,200.0,2020-04-08,28.0,714.0,514.0,Retail,Series D,215.0,2020,12.97194,77.59369,4,2,Yes,Heavy
Scoop,San Francisco Bay Area,USA,North America,92.0,2020-04-08,33.0,279.0,187.0,Transportation,Series C,95.0,2020,37.87159,-122.27275,4,2,Yes,Moderate
Unison,San Francisco Bay Area,USA,North America,89.0,2020-04-08,45.0,198.0,109.0,Finance,Series B,40.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Lever,San Francisco Bay Area,USA,North America,86.0,2020-04-08,40.0,215.0,129.0,Recruiting,Series C,72.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Unbabel,Lisbon,Portugal,Europe,80.0,2020-04-08,35.0,229.0,149.0,Support,Series C,91.0,2020,38.71667,-9.13333,4,2,Yes,Moderate
Button,New York City,USA,North America,48.0,2020-04-08,35.0,137.0,89.0,Marketing,Series C,64.0,2020,40.71427,-74.00597,4,2,Yes,Mild
Eden / Managed …,New York City,USA,North America,40.0,2020-04-08,40.0,100.0,60.0,Real Estate,Series B,40.0,2020,40.71427,-74.00597,4,2,Yes,Mild
Quantcast,San Francisco Bay Area,USA,North America,30.0,2020-04-08,5.0,600.0,570.0,Marketing,Series C,65.0,2020,37.77493,-122.41942,4,2,Yes,Mild
VideoAmp,Los Angeles,USA,North America,21.0,2020-04-08,10.0,210.0,189.0,Marketing,Series C,106.0,2020,34.05223,-118.24368,4,2,Yes,Mild
Kenoby,Sao Paulo,Brazil,South America,18.0,2020-04-08,16.0,113.0,95.0,Recruiting,Unknown,23.0,2020,-23.5475,-46.63611,4,2,Yes,Mild
GetNinjas,Sao Paulo,Brazil,South America,11.0,2020-04-08,10.0,110.0,99.0,Consumer,Series B,16.0,2020,-23.5475,-46.63611,4,2,Yes,Mild
Spyce,Boston,USA,North America,4.0,2020-04-08,12.0,33.0,29.0,Food,Series A,26.0,2020,42.35843,-71.05977,4,2,Yes,Mild
Toast,Boston,USA,North America,1300.0,2020-04-07,50.0,2600.0,1300.0,Food,Series F,902.0,2020,42.35843,-71.05977,4,2,Yes,Heavy
ezCater,Boston,USA,North America,400.0,2020-04-07,44.0,909.0,509.0,Food,Series D,319.0,2020,42.35843,-71.05977,4,2,Yes,Heavy
Sage Therapeutics,Boston,USA,North America,340.0,2020-04-07,53.0,642.0,302.0,Healthcare,Post-Ipo,438.0,2020,42.35843,-71.05977,4,2,Yes,Heavy
Redfin,Seattle,USA,North America,236.0,2020-04-07,7.0,3371.0,3135.0,Real Estate,Post-Ipo,319.0,2020,47.60621,-122.33207,4,2,Yes,Heavy
Branch Metrics,San Francisco Bay Area,USA,North America,100.0,2020-04-07,20.0,500.0,400.0,Marketing,Series E,367.0,2020,37.44188,-122.14302,4,2,Yes,Moderate
Ibotta,Denver,USA,North America,87.0,2020-04-07,15.0,580.0,493.0,Retail,Series D,85.0,2020,39.73915,-104.9847,4,2,Yes,Moderate
Away,New York City,USA,North America,60.0,2020-04-07,10.0,600.0,540.0,Retail,Series D,181.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
MediaMath,New York City,USA,North America,53.0,2020-04-07,8.0,663.0,610.0,Marketing,Private Equity,607.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
Group Nine Media,New York City,USA,North America,50.0,2020-04-07,7.0,714.0,664.0,Media,Unknown,190.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
Metromile,San Francisco Bay Area,USA,North America,100.0,2020-04-06,33.0,303.0,203.0,Finance,Series E,293.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Rock Content,Belo Horizonte,Brazil,South America,100.0,2020-04-06,20.0,500.0,400.0,Marketing,Series A,1.0,2020,-19.92083,-43.93778,4,2,Yes,Moderate
BounceX,New York City,USA,North America,77.0,2020-04-06,20.0,385.0,308.0,Marketing,Series B,75.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
Wordstream,Boston,USA,North America,26.0,2020-04-06,10.0,260.0,234.0,Marketing,Acquired,28.0,2020,42.35843,-71.05977,4,2,Yes,Mild
Cogito,Boston,USA,North America,24.0,2020-04-06,14.0,171.0,147.0,Support,Series C,92.0,2020,42.35843,-71.05977,4,2,Yes,Mild
BusBud,Montreal,Canada,North America,23.0,2020-04-06,32.0,72.0,49.0,Transportation,Series B,21.0,2020,45.50884,-73.58781,4,2,Yes,Mild
Borrowell,Toronto,Canada,North America,15.0,2020-04-06,20.0,75.0,60.0,Finance,Series B,72.0,2020,43.70643,-79.39864,4,2,Yes,Mild
PerkSpot,Chicago,USA,North America,10.0,2020-04-06,10.0,100.0,90.0,Hr,Private Equity,50.0,2020,41.85003,-87.65005,4,2,Yes,Mild
Astra,San Francisco Bay Area,USA,North America,40.0,2020-04-05,25.0,160.0,120.0,Aerospace,Unknown,100.0,2020,37.77099,-122.26087,4,2,Yes,Mild
Iflix,Kuala Lumpur,Malaysia,Asia,50.0,2020-04-04,12.0,417.0,367.0,Consumer,Unknown,348.0,2020,3.1412,101.68653,4,2,Yes,Moderate
Gympass,Sao Paulo,Brazil,South America,467.0,2020-04-03,33.0,1415.0,948.0,Fitness,Series D,300.0,2020,-23.5475,-46.63611,4,2,Yes,Heavy
Sojern,San Francisco Bay Area,USA,North America,300.0,2020-04-03,50.0,600.0,300.0,Marketing,Series D,162.0,2020,37.77493,-122.41942,4,2,Yes,Heavy
Minted,San Francisco Bay Area,USA,North America,147.0,2020-04-03,37.0,397.0,250.0,Retail,Series E,297.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
Arrive Logistics,Austin,USA,North America,75.0,2020-04-03,7.0,1071.0,996.0,Logistics,Series B,35.0,2020,30.26715,-97.74306,4,2,Yes,Moderate
Salsify,Boston,USA,North America,60.0,2020-04-03,13.0,462.0,402.0,Retail,Series D,97.0,2020,42.35843,-71.05977,4,2,Yes,Moderate
Jetty,New York City,USA,North America,35.0,2020-04-03,40.0,88.0,53.0,Finance,Series B,40.0,2020,40.71427,-74.00597,4,2,Yes,Mild
D2iQ,San Francisco Bay Area,USA,North America,34.0,2020-04-03,13.0,262.0,228.0,Infrastructure,Series D,247.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Bustle Digital Group,New York City,USA,North America,24.0,2020-04-03,8.0,300.0,276.0,Media,Series E,80.0,2020,40.71427,-74.00597,4,2,Yes,Mild
Opencare,Toronto,Canada,North America,18.0,2020-04-03,25.0,72.0,54.0,Healthcare,Series A,24.0,2020,43.70643,-79.39864,4,2,Yes,Mild
MindBody,San Luis Obispo,USA,North America,700.0,2020-04-02,35.0,2000.0,1300.0,Fitness,Post-Ipo,114.0,2020,35.28275,-120.65962,4,2,Yes,Heavy
Katerra,San Francisco Bay Area,USA,North America,240.0,2020-04-02,3.0,8000.0,7760.0,Construction,Series D,1200.0,2020,37.45383,-122.18219,4,2,Yes,Heavy
Ritual,Toronto,Canada,North America,196.0,2020-04-02,54.0,363.0,167.0,Food,Series C,112.0,2020,43.70643,-79.39864,4,2,Yes,Moderate
ClassPass,New York City,USA,North America,154.0,2020-04-02,22.0,700.0,546.0,Fitness,Series E,549.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
eGym,Munich,Germany,Europe,100.0,2020-04-02,25.0,400.0,300.0,Fitness,Series D,109.0,2020,48.13743,11.57549,4,2,Yes,Moderate
Industrious,New York City,USA,North America,90.0,2020-04-02,20.0,450.0,360.0,Real Estate,Series D,222.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
1stdibs,New York City,USA,North America,70.0,2020-04-02,17.0,412.0,342.0,Retail,Series D,253.0,2020,40.71427,-74.00597,4,2,Yes,Moderate
ThirdLove,San Francisco Bay Area,USA,North America,65.0,2020-04-02,30.0,217.0,152.0,Retail,Series B,68.0,2020,37.77493,-122.41942,4,2,Yes,Moderate
The Predictive Investment,Boston,USA,North America,59.0,2020-04-02,25.0,236.0,177.0,Hr,Acquired,65.0,2020,42.35843,-71.05977,4,2,Yes,Moderate
Jobcase,Boston,USA,North America,39.0,2020-04-02,20.0,195.0,156.0,Recruiting,Private Equity,118.0,2020,42.35843,-71.05977,4,2,Yes,Mild
Dynamic Signal,San Francisco Bay Area,USA,North America,35.0,2020-04-02,19.0,184.0,149.0,Hr,Series E,114.0,2020,37.63049,-122.41108,4,2,Yes,Mild
Sauce Labs,San Francisco Bay Area,USA,North America,30.0,2020-04-02,15.0,200.0,170.0,Infrastructure,Unknown,151.0,2020,37.77493,-122.41942,4,2,Yes,Mild
TripleLift,New York City,USA,North America,23.0,2020-04-02,7.0,329.0,306.0,Marketing,Series B,16.0,2020,40.71427,-74.00597,4,2,Yes,Mild
Coding Dojo,Seattle,USA,North America,7.0,2020-04-02,7.0,100.0,93.0,Education,Unknown,2.0,2020,47.60621,-122.33207,4,2,Yes,Mild
Instamojo,Bengaluru,India,Asia,6.0,2020-04-02,6.0,100.0,94.0,Finance,Unknown,8.0,2020,12.97194,77.59369,4,2,Yes,Mild
Synergysuite,Salt Lake City,USA,North America,5.0,2020-04-02,7.0,71.0,66.0,Food,Series A,6.0,2020,40.76078,-111.89105,4,2,Yes,Mild
PatientPop,Los Angeles,USA,North America,100.0,2020-04-01,20.0,500.0,400.0,Healthcare,Series B,75.0,2020,34.05223,-118.24368,4,2,Yes,Moderate
Showpad,Chicago,USA,North America,52.0,2020-04-01,12.0,433.0,381.0,Marketing,Series D,159.0,2020,41.85003,-87.65005,4,2,Yes,Moderate
Highsnobiety,Berlin,Germany,Europe,51.0,2020-04-01,25.0,204.0,153.0,Media,Series A,9.0,2020,52.52437,13.41053,4,2,Yes,Moderate
Earnin,San Francisco Bay Area,USA,North America,50.0,2020-04-01,20.0,250.0,200.0,Finance,Series C,190.0,2020,37.44188,-122.14302,4,2,Yes,Moderate
Wonolo,San Francisco Bay Area,USA,North America,46.0,2020-04-01,13.0,354.0,308.0,Recruiting,Series C,52.0,2020,37.77493,-122.41942,4,2,Yes,Mild
Acko,Mumbai,India,Asia,45.0,2020-04-01,9.0,500.0,455.0,Finance,Unknown,143.0,2020,19.07283,72.88261,4,2,Yes,Mild
Aqua Security,Tel Aviv,Israel,Asia,24.0,2020-04-01,9.0,267.0,243.0,Security,Series C,100.0,2020,32.08088,34.78057,4,2,Yes,Mild
Crayon,Boston,USA,North America,20.0,2020-04-01,20.0,100.0,80.0,Marketing,Series A,16.0,2020,42.35843,-71.05977,4,2,Yes,Mild
Sensibill,Toronto,Canada,North America,17.0,2020-04-01,20.0,85.0,68.0,Finance,Series B,50.0,2020,43.70643,-79.39864,4,2,Yes,Mild
Usermind,Seattle,USA,North America,15.0,2020-04-01,25.0,60.0,45.0,Marketing,Series C,46.0,2020,47.60621,-122.33207,4,2,Yes,Mild
Incredible Health,San Francisco Bay Area,USA,North America,9.0,2020-04-01,40.0,23.0,14.0,Healthcare,Series A,15.0,2020,37.77493,-122.41942,4,2,Yes,Mild
KeepTruckin,San Francisco Bay Area,USA,North America,349.0,2020-03-31,18.0,1939.0,1590.0,Logistics,Series D,227.0,2020,37.77493,-122.41942,3,1,Yes,Heavy
AdRoll,Salt Lake City,USA,North America,210.0,2020-03-31,30.0,700.0,490.0,Marketing,Series C,89.0,2020,40.76078,-111.89105,3,1,Yes,Heavy
Rover,Seattle,USA,North America,194.0,2020-03-31,41.0,473.0,279.0,Consumer,Series G,310.0,2020,47.60621,-122.33207,3,1,Yes,Moderate
Turo,San Francisco Bay Area,USA,North America,108.0,2020-03-31,30.0,360.0,252.0,Transportation,Series E,467.0,2020,37.77493,-122.41942,3,1,Yes,Moderate
uShip,Austin,USA,North America,65.0,2020-03-31,37.0,176.0,111.0,Logistics,Series D,69.0,2020,30.26715,-97.74306,3,1,Yes,Moderate
Zenoti,Seattle,USA,North America,17.0,2020-03-31,4.0,425.0,408.0,Fitness,Series C,91.0,2020,47.60621,-122.33207,3,1,Yes,Mild
DialSource,Sacramento,USA,North America,5.0,2020-03-31,14.0,36.0,31.0,Marketing,Series B,26.0,2020,38.58157,-121.4944,3,1,Yes,Mild
Thumbtack,San Francisco Bay Area,USA,North America,250.0,2020-03-30,30.0,833.0,583.0,Consumer,Series F,423.0,2020,37.77493,-122.41942,3,1,Yes,Heavy
RigUp,Austin,USA,North America,120.0,2020-03-30,25.0,480.0,360.0,Energy,Series D,423.0,2020,30.26715,-97.74306,3,1,Yes,Moderate
FabHotels,New Delhi,India,Asia,80.0,2020-03-30,20.0,400.0,320.0,Travel,Series B,48.0,2020,28.65195,77.23149,3,1,Yes,Moderate
Hibob,Tel Aviv,Israel,Asia,70.0,2020-03-30,30.0,233.0,163.0,Hr,Series A,45.0,2020,32.08088,34.78057,3,1,Yes,Moderate
PeerStreet,Los Angeles,USA,North America,51.0,2020-03-30,30.0,170.0,119.0,Finance,Series C,110.0,2020,34.05223,-118.24368,3,1,Yes,Moderate
Maven,Seattle,USA,North America,31.0,2020-03-30,9.0,344.0,313.0,Media,Post-Ipo,77.0,2020,47.60621,-122.33207,3,1,Yes,Mild
Loftsmart,New York City,USA,North America,25.0,2020-03-30,75.0,33.0,8.0,Real Estate,Series A,18.0,2020,40.71427,-74.00597,3,1,Yes,Mild
Iris Nova,New York City,USA,North America,9.0,2020-03-30,50.0,18.0,9.0,Food,Seed,15.0,2020,40.71427,-74.00597,3,1,Yes,Mild
ZipRecruiter,Los Angeles,USA,North America,400.0,2020-03-29,39.0,1026.0,626.0,Recruiting,Series B,219.0,2020,34.05223,-118.24368,3,1,Yes,Heavy
Amplero,Seattle,USA,North America,17.0,2020-03-29,100.0,17.0,0.0,Marketing,Series B,25.0,2020,47.60621,-122.33207,3,1,Yes,Mild
TravelTriangle,Gurugram,India,Asia,250.0,2020-03-28,50.0,500.0,250.0,Travel,Series D,47.0,2020,28.4601,77.02635,3,1,Yes,Heavy
OneWeb,London,United Kingdom,Europe,451.0,2020-03-27,85.0,531.0,80.0,Aerospace,Unknown,182.0,2020,51.50853,-0.12574,3,1,Yes,Heavy
